List,dec
c12,20.0%
c13,97.1%
c18,6.7%
c21,5.3%
c6,97.1%
c3,6.7%
c1,0.0%
c23,31.6%
c5,35.0%
c17,3.3%
c11,17.8%
c2,5.0%
c7,100.0%
c16,40.0%
c15,0.0%
c10,0.0%
c20,15.8%
c14,13.3%
c9,0.0%
c19,100.0%
c22,0.0%
c8,80.0%
c4,0.0%
Total,30.1%
